"Program","Year","Period","State","Commodity","Data_Item","Domain","Total_Yield","Average_Annual_Temperature","Average_Annual_Temperature_Uncertainty","Min_Annual_Temperature","Max_Annual_Temperature","Annual_Temperature_Variance","Annual_Temperature_SD","Annual_Percipitation","Annual_Percipitation_Anomaly..departure.from.mean.","State_Percipitaiton_Mean","Outlier"
"SURVEY",1912,"YEAR","MICHIGAN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,5.434,0.332416667,-14.648,19.424,132.3382645,11.50383695,31.79,0.66,31.13,"No"
"SURVEY",1912,"YEAR","MINNESOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",39.5,3.759666667,0.298833333,-22.071,19.798,179.8555775,13.41102448,22.25,-3.73,25.98,"No"
"SURVEY",1912,"YEAR","MISSISSIPPI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",16.5,16.76433333,0.287416667,4.637,26.662,67.16856606,8.195643115,65.59,10.12,55.47,"No"
"SURVEY",1912,"YEAR","MISSOURI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,11.304,0.297583333,-7.582,25.578,124.0877471,11.13946799,39.01,-1.49,40.5,"No"
"SURVEY",1912,"YEAR","MONTANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",44,4.269666667,0.2845,-9.751,16.191,85.56990661,9.250400348,20.16,1.51,18.65,"No"
"SURVEY",1912,"YEAR","NEBRASKA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,7.967583333,0.337333333,-10.738,23.145,123.8846617,11.13034868,21.7,-0.94,22.64,"No"
"SURVEY",1912,"YEAR","NEVADA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",40,8.774916667,0.412416667,-1.701,20.218,60.12047681,7.753739537,9.02,-1.28,10.3,"No"
"SURVEY",1912,"YEAR","NEW HAMPSHIRE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,5.281416667,0.339833333,-12.727,19.546,111.6727995,10.56753517,42.25,-1.19,43.44,"No"
"SURVEY",1912,"YEAR","NEW JERSEY","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,10.33458333,0.26975,-5.935,22.847,94.86739627,9.739989541,46.67,1.71,44.96,"No"
"SURVEY",1912,"YEAR","NEW MEXICO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,10.69616667,0.358,-1.13,22.318,68.38918124,8.269775163,13.2,-0.79,13.99,"No"
"SURVEY",1912,"YEAR","NEW YORK","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,6.692,0.291416667,-11.076,20.655,113.123158,10.6359371,39.57,-0.72,40.29,"No"
"SURVEY",1912,"YEAR","NORTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15.5,14.40391667,0.321666667,0.971,24.564,72.48088099,8.513570402,48.36,-0.97,49.33,"No"
"SURVEY",1912,"YEAR","NORTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",41.5,3.531333333,0.310833333,-19.799,19.003,163.8475495,12.8002949,20.64,3.3,17.34,"No"
"SURVEY",1912,"YEAR","OHIO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",44,9.475,0.300416667,-8.31,22.853,116.9925802,10.81631084,38.16,-0.13,38.29,"No"
"SURVEY",1912,"YEAR","OKLAHOMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24.5,14.29791667,0.296083333,-1.506,28.069,101.8674772,10.09294195,29.45,-4.39,33.84,"No"
"SURVEY",1912,"YEAR","OREGON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,7.57925,0.338083333,-0.424,16.866,39.17347566,6.258871756,37.56,5.34,32.22,"No"
"SURVEY",1912,"YEAR","PENNSYLVANIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",31.5,8.626166667,0.281916667,-8.447,21.344,103.9516945,10.19567038,44.09,2.11,41.98,"No"
"SURVEY",1912,"YEAR","RHODE ISLAND","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,8.815333333,0.32825,-6.746,21.415,88.52439642,9.408740427,44.7,-0.45,45.15,"No"
"SURVEY",1912,"YEAR","SOUTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",21,16.60741667,0.33325,4.366,26.009,64.52108699,8.032501914,54.56,6.67,47.89,"No"
"SURVEY",1912,"YEAR","SOUTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32.5,6.23625,0.318916667,-14.725,21.515,138.8173713,11.78207839,17.42,-1.65,19.07,"No"
"SURVEY",1912,"YEAR","TENNESSEE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",17.5,13.27225,0.298583333,-0.644,24.56,84.6742973,9.201863795,54.94,3.3,51.64,"No"
"SURVEY",1912,"YEAR","TEXAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,17.2355,0.332666667,5.545,28.222,71.09660173,8.431880083,22.94,-4.14,27.08,"No"
"SURVEY",1912,"YEAR","UTAH","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",41,7.349666667,0.378666667,-4.942,19.763,74.35025097,8.622659159,14.53,0.97,13.56,"No"
"SURVEY",1912,"YEAR","VERMONT","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",37,4.955333333,0.339,-13.33,19.335,115.0227768,10.72486722,42.69,0.96,41.73,"No"
"SURVEY",1912,"YEAR","VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",18,12.39091667,0.344166667,-2.768,23.654,86.12383754,9.280292966,43.14,0.2,42.94,"No"
"SURVEY",1912,"YEAR","WASHINGTON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",50.5,7.3415,0.286,-2.597,16.667,44.73790245,6.688639806,43.63,1.6,42.03,"No"
"SURVEY",1912,"YEAR","WEST VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,10.30566667,0.30675,-5.501,22.215,94.20342279,9.705844775,46.2,1.54,44.66,"No"
"SURVEY",1912,"YEAR","WISCONSIN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",37,4.909916667,0.31225,-19.405,20.139,162.3245795,12.74066637,31.67,0.38,31.29,"No"
"SURVEY",1912,"YEAR","WYOMING","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,3.67125,0.4015,-7.741,16.852,82.15068784,9.063701663,18.36,2.42,15.94,"No"
"SURVEY",1911,"YEAR","ALABAMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",17,18.21725,0.31275,9.62,26.533,47.58256966,6.898012008,54.18,-1.07,55.25,"No"
"SURVEY",1911,"YEAR","ARIZONA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,15.02833333,0.361166667,2.115,25.656,65.05269915,8.065525349,15.24,2.62,12.62,"No"
"SURVEY",1911,"YEAR","ARKANSAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",14,16.50833333,0.33175,5.417,26.641,63.90324188,7.99395033,49.8,0.19,49.61,"No"
"SURVEY",1911,"YEAR","CALIFORNIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,13.34891667,0.398833333,4.722,23.662,41.74423154,6.460977599,24.42,2.03,22.39,"No"
"SURVEY",1911,"YEAR","COLORADO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,6.873916667,0.33575,-7.284,18.351,84.15058627,9.173362866,18.66,0.54,18.12,"No"
"SURVEY",1911,"YEAR","CONNECTICUT","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",31.5,9.345,0.351333333,-3.227,22.772,81.358896,9.019916629,45.32,-1.55,46.87,"No"
"SURVEY",1911,"YEAR","DELAWARE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",25,12.349,0.4335,1.372,24.725,76.77246418,8.761989739,45.35,2,43.35,"No"
"SURVEY",1911,"YEAR","FLORIDA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",13.5,22.35208333,0.327916667,16.605,27.293,17.50663954,4.184093634,48.67,-4.98,53.65,"No"
"SURVEY",1911,"YEAR","IDAHO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,4.36325,0.34825,-7.528,17.395,80.03774093,8.946381443,22.9,-0.97,23.87,"No"
"SURVEY",1911,"YEAR","ILLINOIS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,11.71,0.312,-1.412,24.256,100.9816127,10.04896078,38.64,1.17,37.47,"No"
"SURVEY",1911,"YEAR","INDIANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,11.69308333,0.28825,-0.393,23.655,92.61046263,9.623432996,39.71,-0.02,39.73,"No"
"SURVEY",1911,"YEAR","IOWA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",26,9.395,0.327416667,-6.951,24.014,131.4563649,11.4654422,31.63,-0.46,32.09,"No"
"SURVEY",1911,"YEAR","KANSAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15,12.84125,0.296416667,-1.383,26.197,109.1714217,10.44851289,23.6,-3.46,27.06,"No"
"SURVEY",1911,"YEAR","KENTUCKY","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",14,13.86375,0.295166667,3.535,24.079,74.48023584,8.630193268,47.88,0.94,46.94,"No"
"SURVEY",1911,"YEAR","LOUISIANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",16,20.15433333,0.328,10.918,27.787,38.44185261,6.200149402,60.17,3.28,56.89,"No"
"SURVEY",1911,"YEAR","MAINE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32.5,4.553083333,0.39075,-11.707,20.255,122.2556406,11.05692727,35.58,-6.4,41.98,"No"
"SURVEY",1911,"YEAR","MARYLAND","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24.5,12.7345,0.302083333,2.241,24.816,78.29174518,8.848262269,42.94,0.35,42.59,"No"
"SURVEY",1911,"YEAR","MASSACHUSETTS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,7.98675,0.379166667,-5.596,22.424,92.10316366,9.597039317,41.96,-2.69,44.65,"No"
"SURVEY",1911,"YEAR","MICHIGAN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,7.226083333,0.293666667,-6.121,20.432,96.8726839,9.842392184,32.88,1.75,31.13,"No"
"SURVEY",1911,"YEAR","MINNESOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,4.667666667,0.303666667,-15.717,20.264,156.7679197,12.52069965,27.56,1.58,25.98,"No"
"SURVEY",1911,"YEAR","MISSISSIPPI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",16.5,18.6935,0.333666667,9.519,27.021,46.34123736,6.807439854,59.51,4.04,55.47,"No"
"SURVEY",1911,"YEAR","MISSOURI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",12,13.29883333,0.317333333,1.125,25.696,96.07255288,9.80166072,37.68,-2.82,40.5,"No"
"SURVEY",1911,"YEAR","MONTANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",41,3.906416667,0.3475,-10.339,16.772,101.3762595,10.06857783,21.2,2.55,18.65,"No"
"SURVEY",1911,"YEAR","NEBRASKA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",14,9.35675,0.308166667,-4.404,23.387,115.4982317,10.74701036,21.28,-1.36,22.64,"No"
"SURVEY",1911,"YEAR","NEVADA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",42.5,8.833916667,0.379416667,-2.916,21.84,73.93553463,8.598577477,9.52,-0.78,10.3,"No"
"SURVEY",1911,"YEAR","NEW HAMPSHIRE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,5.9335,0.344833333,-9.096,21.259,110.6531557,10.51918037,38.09,-5.35,43.44,"No"
"SURVEY",1911,"YEAR","NEW JERSEY","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,11.0435,0.34125,-0.823,24.064,84.27742791,9.180273847,50.32,5.36,44.96,"No"
"SURVEY",1911,"YEAR","NEW MEXICO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,11.88316667,0.3485,-2.017,22.175,68.90127142,8.300678974,17.81,3.82,13.99,"No"
"SURVEY",1911,"YEAR","NEW YORK","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,7.71075,0.290916667,-5.985,21.869,103.1108758,10.15435256,36.56,-3.73,40.29,"No"
"SURVEY",1911,"YEAR","NORTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",13,15.50466667,0.312083333,6.945,24.906,59.19529479,7.693847853,42.59,-6.74,49.33,"No"
"SURVEY",1911,"YEAR","NORTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24.5,3.585916667,0.313416667,-17.492,19.578,171.5365094,13.09719471,18.25,0.91,17.34,"No"
"SURVEY",1911,"YEAR","OHIO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,11.154,0.3105,-0.091,23.167,87.99796873,9.380723252,42.62,4.33,38.29,"No"
"SURVEY",1911,"YEAR","OKLAHOMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",10,16.19766667,0.308833333,2.736,28.304,86.77587861,9.315357138,30.23,-3.61,33.84,"No"
"SURVEY",1911,"YEAR","OREGON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,7.298,0.340666667,-1.891,18.88,49.41674473,7.029704455,25.75,-6.47,32.22,"No"
"SURVEY",1911,"YEAR","PENNSYLVANIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,9.8205,0.30375,-1.499,22.595,88.21250045,9.392151003,45.27,3.29,41.98,"No"
"SURVEY",1911,"YEAR","RHODE ISLAND","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",31,9.296,0.358166667,-3.265,22.759,80.92249273,8.99569301,43.8,-1.35,45.15,"No"
"SURVEY",1911,"YEAR","SOUTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",19,17.823,0.314916667,9.366,26.503,51.81046673,7.197948786,40.03,-7.86,47.89,"No"
"SURVEY",1911,"YEAR","SOUTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",8,7.002,0.31475,-9.252,22.429,138.5981169,11.77277015,17.11,-1.96,19.07,"No"
"SURVEY",1911,"YEAR","TENNESSEE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15.5,15.12016667,0.291083333,5.7,24.424,62.74929052,7.921444976,53.81,2.17,51.64,"No"
"SURVEY",1911,"YEAR","TEXAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",21,18.74191667,0.31475,6.566,28.001,58.95341717,7.678112865,26.11,-0.97,27.08,"No"
"SURVEY",1911,"YEAR","UTAH","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",40,7.9695,0.317916667,-5.529,20.33,83.48027736,9.136754203,14.63,1.07,13.56,"No"
"SURVEY",1911,"YEAR","VERMONT","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,5.7705,0.31225,-9.466,21.052,114.1517835,10.6841838,35.36,-6.37,41.73,"No"
"SURVEY",1911,"YEAR","VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",16,13.46958333,0.307333333,4.232,24.217,70.27609863,8.383084076,42.63,-0.31,42.94,"No"
"SURVEY",1911,"YEAR","WASHINGTON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",48,6.890916667,0.31175,-3.009,18.103,52.10188081,7.218163257,33.92,-8.11,42.03,"No"
"SURVEY",1911,"YEAR","WEST VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",19,11.76558333,0.323333333,1.918,22.609,73.65234645,8.582094526,49.17,4.51,44.66,"No"
"SURVEY",1911,"YEAR","WISCONSIN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,6.645,0.338583333,-9.937,20.524,120.9939665,10.99972575,36.57,5.28,31.29,"No"
"SURVEY",1911,"YEAR","WYOMING","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,4.529166667,0.415916667,-8.61,16.971,90.37368706,9.506507616,13.69,-2.25,15.94,"No"
"SURVEY",1910,"YEAR","ALABAMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",17,16.71558333,0.270833333,5.486,26.012,58.37851299,7.640583289,46.19,-9.06,55.25,"No"
"SURVEY",1910,"YEAR","ARIZONA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,16.29333333,0.355583333,4.621,27.017,65.16608842,8.072551544,9.8,-2.82,12.62,"No"
"SURVEY",1910,"YEAR","ARKANSAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",22,15.439,0.26825,3.236,25.767,70.52714291,8.398043993,45.59,-4.02,49.61,"No"
"SURVEY",1910,"YEAR","CALIFORNIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28,14.603,0.364166667,4.15,23.749,42.98941127,6.556631092,14.79,-7.6,22.39,"No"
"SURVEY",1910,"YEAR","COLORADO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,7.875583333,0.299833333,-5.323,20.08,79.86982136,8.93699174,14.43,-3.69,18.12,"No"
"SURVEY",1910,"YEAR","CONNECTICUT","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34.5,9.201166667,0.294083333,-3.897,22.068,82.01294761,9.056100022,40.92,-5.95,46.87,"No"
"SURVEY",1910,"YEAR","DELAWARE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,11.81191667,0.384083333,-1.833,24.226,83.33745463,9.128935022,41.23,-2.12,43.35,"No"
"SURVEY",1910,"YEAR","FLORIDA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",14,20.62466667,0.326833333,12.457,26.889,28.30344661,5.320098364,51.1,-2.55,53.65,"No"
"SURVEY",1910,"YEAR","IDAHO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,5.934416667,0.277583333,-8.856,19.084,84.87819408,9.212936236,22.88,-0.99,23.87,"No"
"SURVEY",1910,"YEAR","ILLINOIS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,10.72025,0.28975,-3.755,24.14,106.7386409,10.33143944,31.86,-5.61,37.47,"No"
"SURVEY",1910,"YEAR","INDIANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35.5,10.58591667,0.2715,-3.541,23.729,101.1031221,10.05500483,37.61,-2.12,39.73,"No"
"SURVEY",1910,"YEAR","IOWA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",37.5,8.960416667,0.284666667,-8.127,23.42,133.7000781,11.56287499,20.21,-11.88,32.09,"No"
"SURVEY",1910,"YEAR","KANSAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,12.77533333,0.260583333,-1.546,26.147,97.26015661,9.862056409,19.06,-8,27.06,"No"
"SURVEY",1910,"YEAR","KENTUCKY","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",20,12.35375,0.266833333,-1.054,24.157,86.61047711,9.30647501,49.83,2.89,46.94,"No"
"SURVEY",1910,"YEAR","LOUISIANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",21,18.98291667,0.300666667,9.324,27.801,45.67379372,6.758238951,48.92,-7.97,56.89,"No"
"SURVEY",1910,"YEAR","MAINE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",39.5,4.87225,0.331916667,-9.411,18.687,100.62742,10.03132195,35.69,-6.29,41.98,"No"
"SURVEY",1910,"YEAR","MARYLAND","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",29,12.04741667,0.276083333,-1.764,24.316,84.72029208,9.204362666,38.51,-4.08,42.59,"No"
"SURVEY",1910,"YEAR","MASSACHUSETTS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",37.5,7.887083333,0.2895,-5.936,21.349,90.04187281,9.489039615,36.69,-7.96,44.65,"No"
"SURVEY",1910,"YEAR","MICHIGAN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,6.81,0.308,-8.222,20.597,104.4158116,10.21840553,24.78,-6.35,31.13,"No"
"SURVEY",1910,"YEAR","MINNESOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",25,5.312416667,0.253,-14.223,20.845,158.9134032,12.60608596,15.08,-10.9,25.98,"No"
"SURVEY",1910,"YEAR","MISSISSIPPI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",17,17.34383333,0.28525,6.976,26.748,56.13646415,7.49242712,46.34,-9.13,55.47,"No"
"SURVEY",1910,"YEAR","MISSOURI","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30,12.23758333,0.26725,-1.921,24.723,94.31039972,9.711354165,37.25,-3.25,40.5,"No"
"SURVEY",1910,"YEAR","MONTANA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,5.966,0.295166667,-10.707,19.633,98.448618,9.922127695,17.1,-1.55,18.65,"No"
"SURVEY",1910,"YEAR","NEBRASKA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,9.706083333,0.279166667,-6.231,23.581,109.492467,10.46386482,16.87,-5.77,22.64,"No"
"SURVEY",1910,"YEAR","NEVADA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",41,10.54275,0.43375,-4.18,22.94,79.22076475,8.900604741,7.81,-2.49,10.3,"No"
"SURVEY",1910,"YEAR","NEW HAMPSHIRE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",39,5.99175,0.3105,-8.96,19.987,102.2810349,10.11340867,36.26,-7.18,43.44,"No"
"SURVEY",1910,"YEAR","NEW JERSEY","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32,10.60291667,0.305416667,-3.563,23.608,91.11620808,9.545481029,39.35,-5.61,44.96,"No"
"SURVEY",1910,"YEAR","NEW MEXICO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15,12.84966667,0.345583333,2.112,23.892,66.05123261,8.127190942,9,-4.99,13.99,"No"
"SURVEY",1910,"YEAR","NEW YORK","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",33,7.2545,0.2615,-7.788,21.077,105.9044159,10.29098712,38.35,-1.94,40.29,"No"
"SURVEY",1910,"YEAR","NORTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15.5,14.384,0.279,2.236,24.8,65.60035873,8.099404838,49.45,0.12,49.33,"No"
"SURVEY",1910,"YEAR","NORTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",8,5.042,0.300166667,-15.724,21.069,162.7273391,12.75646264,12.67,-4.67,17.34,"No"
"SURVEY",1910,"YEAR","OHIO","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",38,9.925833333,0.271,-4.171,23.08,100.085638,10.00428098,36.72,-1.57,38.29,"No"
"SURVEY",1910,"YEAR","OKLAHOMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,15.84858333,0.29175,2.377,27.839,84.38372917,9.186061679,20.32,-13.52,33.84,"No"
"SURVEY",1910,"YEAR","OREGON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",30.5,8.34375,0.358416667,-3.041,18.703,48.22737584,6.944593281,30.95,-1.27,32.22,"No"
"SURVEY",1910,"YEAR","PENNSYLVANIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35,9.0315,0.2615,-5.309,21.989,96.83282755,9.840367246,39.33,-2.65,41.98,"No"
"SURVEY",1910,"YEAR","RHODE ISLAND","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",34,9.174166667,0.29625,-3.846,22.005,80.96788306,8.998215549,38.57,-6.58,45.15,"No"
"SURVEY",1910,"YEAR","SOUTH CAROLINA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",21,16.56033333,0.320083333,5.061,25.868,58.55513442,7.652132672,45.6,-2.29,47.89,"No"
"SURVEY",1910,"YEAR","SOUTH DAKOTA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",19.5,7.669416667,0.327333333,-11.44,22.876,139.1895075,11.79786029,13.69,-5.38,19.07,"No"
"SURVEY",1910,"YEAR","TENNESSEE","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",18.5,13.51433333,0.27525,1.002,24.307,75.73985842,8.702864955,45.61,-6.03,51.64,"No"
"SURVEY",1910,"YEAR","TEXAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32.5,18.63216667,0.3105,7.715,28.55,59.63623415,7.72245001,18.08,-9,27.08,"No"
"SURVEY",1910,"YEAR","UTAH","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",39.5,9.461,0.338333333,-5.046,22.116,86.85650927,9.319683969,11.8,-1.76,13.56,"No"
"SURVEY",1910,"YEAR","VERMONT","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",35.5,5.716583333,0.2925,-9.682,19.813,106.7233244,10.33069816,37.13,-4.6,41.73,"No"
"SURVEY",1910,"YEAR","VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",18.5,12.43816667,0.2895,-0.822,23.995,77.2153387,8.787225882,41.73,-1.21,42.94,"No"
"SURVEY",1910,"YEAR","WASHINGTON","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",42.5,7.63825,0.286833333,-3.126,17.669,50.04937493,7.074558285,43.17,1.14,42.03,"No"
"SURVEY",1910,"YEAR","WEST VIRGINIA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",24,10.53433333,0.2625,-3.048,22.573,84.82795079,9.210209052,43.13,-1.53,44.66,"No"
"SURVEY",1910,"YEAR","WISCONSIN","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",25.5,6.432833333,0.298166667,-10.692,21.457,136.3015867,11.67482705,20.53,-10.76,31.29,"No"
"SURVEY",1910,"YEAR","WYOMING","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",27,6.061083333,0.40425,-8.733,19.216,91.45411154,9.563164306,11.66,-4.28,15.94,"No"
"SURVEY",1909,"YEAR","ALABAMA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",15,17.30133333,0.306583333,4.709,26.714,51.94120552,7.207024734,58.62,3.37,55.25,"No"
"SURVEY",1909,"YEAR","ARIZONA","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",32.3,14.93466667,0.3705,2.199,26.644,67.20205424,8.197685908,14.02,1.4,12.62,"No"
"SURVEY",1909,"YEAR","ARKANSAS","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL",19.5,16.02725,0.2805,1.187,27.342,72.55738602,8.51806234,45.26,-4.35,49.61,"No"
